,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
11,Czech Republic,690 656 615,704 986 288,1 008 726 241,1 053 051 406,1 454 473 652,1 909 263 966,1 975 178 381,2 120 238 344,3 280 540 086,2 784 901 039,2 340 524 791,1 762 359 084,1 275 083 712,989 333 210,1 067 809 906,2 065 420 561,1 540 500 551,1 557 020 876,1 788 590 303,2 197 017 507,2 819 716 127
12,Denmark,1 018 406 719,956 764 445,877 599 085,924 542 775,1 069 369 212,1 168 592 402,1 368 931 909,1 260 938 423,1 308 610 515,1 070 464 526,1 332 984 209,1 914 853 638,2 239 447 594,2 043 068 424,2 260 929 053,2 394 819 403,2 284 497 811,2 293 814 779,2 435 329 791,..,..
13,Estonia,41 000 000,37 000 000,65 000 000,64 000 000,76 000 000,122 000 000,151 000 000,156 000 000,165 000 000,156 000 000,172 000 000,252 000 000,(B) 246 100 000,241 030 000,163 160 000,198 150 000,163 100 000,210 800 000,245 400 000,253 000 000,276 000 000
14,Finland,721 000 000,(B) 715 000 000,749 000 000,810 000 000,931 000 000,877 000 000,(B) 886 000 000,1 018 000 000,1 302 000 000,1 285 000 000,1 280 000 000,1 329 000 000,1 580 000 000,1 756 000 000,1 883 000 000,1 812 000 000,1 717 000 000,1 760 200 000,2 025 100 000,1 987 600 000,2 131 000 000
15,France,14 049 072 771,13 516 974 507,13 544 005 530,14 801 681 010,15 353 638 754,16 718 318 427,17 436 264 671,18 725 153 079,18 922 126 417,19 491 664 291,19 853 503 953,19 928 585 274,21 401 415 531,23 455 086 552,19 909 054 024,18 751 564 322,18 022 900 000,18 449 830 000,19 758 540 000,21 310 278 945,(P) 20 198 744 119
16,Georgia,..,..,83 972 781,60 198 738,50 791 252,76 650 421,152 784 623,334 880 056,172 468 860,309 686 929,316 880 328,514 573 521,421 197 713,299 089 313,300 821 941,282 363 274,290 748 152,354 640 149,457 157 551,484 019 575,..
17,Germany,18 100 000 000,17 883 000 000,19 842 000 000,18 843 000 000,17 904 000 000,(B) 14 401 000 000,15 501 000 000,15 501 000 000,16 131 000 000,17 202 000 000,17 157 000 000,17 446 000 000,17 815 000 000,(B) 17 903 301 077,19 438 115 139,19 017 149 428,19 283 000 000,21 296 000 000,23 220 000 000,25 287 000 000,26 885 000 000
18,Greece,1 993 000 000,1 908 000 000,2 675 000 000,3 335 000 000,3 293 000 000,1 510 000 000,1 639 000 000,1 840 000 000,2 100 000 000,2 258 000 000,1 658 839 723,1 296 804 319,1 240 584 282,2 179 200 258,1 602 579 055,1 692 294 109,2 636 611 153,4 118 734 510,2 308 970 496,856 039 415,846 894 246
19,Hungary,373 714 908,471 896 259,567 338 978,529 390 581,1 581 924 876,1 875 406 431,678 984 979,1 026 490 580,1 276 436 764,1 885 898 906,(B) 1 112 898 288,647 012 280,625 080 792,1 023 894 325,1 865 089 420,1 948 964 209,1 136 197 264,1 836 618 193,2 584 493 133,3 169 330 826,2 540 945 305
20,Iceland,129 296 513,109 188 715,123 186 943,171 021 197,142 935 326,151 346 681,210 440 490,186 583 209,244 091 489,120 924 592,79 345 111,(B) 38 715 663,37 911 482,41 829 738,45 289 832,67 402 003,74 669 206,91 030 934,99 867 496,91 695 768,107 252 606
21,India,..,..,..,..,4 202 286 782,6 069 461 026,7 258 476 927,8 311 045 672,9 385 477 390,9 530 964 258,11 509 317 129,10 561 065 687,12 284 224 046,14 403 684 455,17 503 945 260,23 333 764 303,22 352 251 376,..,..,..,..
22,Ireland,1 138 005 372,1 314 127 938,1 581 516 434,1 711 394 807,1 756 179 561,1 842 829 605,2 192 899 708,2 442 038 590,2 216 379 149,1 907 532 474,1 515 666 638,1 160 086 989,950 607 367,659 741 390,2 198 069 268,675 845 201,656 831 490,615 810 087,736 610 567,908 888 996,..
23,Italy,11 509 000 000,9 464 000 000,(B) 10 612 000 000,14 312 000 000,16 432 000 000,19 397 000 000,23 306 000 000,21 395 000 000,20 194 000 000,11 355 000 000,8 204 000 000,8 631 000 000,7 397 000 000,7 080 000 000,8 960 000 000,8 521 000 000,8 065 000 000,6 944 000 000,9 656 000 000,8 635 000 000,..
24,Japan,89 457 612 897,77 156 360 106,69 000 050 816,57 386 401 673,49 486 923 195,46 109 476 867,43 340 748 552,38 444 272 657,39 239 606 750,46 808 944 077,47 072 143 494,46 021 330 861,49 103 894 378,42 321 252 121,38 284 048 162,37 023 584 449,41 750 688 055,(B) 45 152 494 284,45 143 208 603,50 379 964 342,..
25,Korea,..,10 269 745 597,10 358 588 218,10 149 495 833,8 642 522 478,9 864 268 295,9 945 321 572,9 376 928 593,(B) 15 213 855 271,16 813 721 367,16 044 603 818,14 182 140 797,16 740 166 155,17 173 587 673,17 082 095 263,21 767 453 000,20 124 105 576,20 794 317 084,17 490 595 159,19 484 108 698,..
26,Latvia,32 000 000,29 000 000,32 000 000,(B) 78 000 000,84 000 000,174 000 000,187 000 000,267 000 000,335 000 000,195 000 000,204 000 000,275 000 000,292 000 000,276 000 000,324 000 000,412 000 000,214 400 000,249 500 000,242 300 000,249 505 000,246 520 000
27,Lithuania,127 000 000,95 000 000,170 000 000,227 000 000,207 000 000,233 000 000,294 000 000,391 000 000,526 000 000,516 000 000,530 000 000,461 000 000,383 000 000,393 000 000,491 000 000,439 000 000,427 000 000,394 000 000,390 000 000,438 000 000,647 000 000
28,Luxembourg,205 761 728,259 275 272,283 407 006,277 267 398,243 367 337,254 458 594,280 445 906,296 095 271,287 966 101,321 164 231,340 129 200,373 703 715,339 053 602,365 302 979,405 568 337,503 958 075,530 843 188,515 576 687,452 642 210,495 576 260,512 077 312
29,Malta,5 690 478,4 401 961,9 894 943,8 030 706,13 928 688,35 791 797,26 546 946,25 885 222,16 097 173,3 701 352,12 583 742,17 340 553,26 747 405,11 066 059,38 522 825,..,..,..,..,..,..
30,Mexico,1 738 174 156,1 536 225 894,1 801 840 411,1 910 296 836,2 209 098 463,3 079 837 305,2 920 193 454,2 727 407 388,3 049 661 512,3 458 664 999,4 372 515 121,4 566 663 315,4 575 987 188,4 879 310 387,5 881 151 547,5 446 409 837,4 739 217 273,3 814 147 535,3 760 598 358,3 077 904 440,1 930 773 514
31,Moldova,3 219 827,2 951 286,10 129 186,12 185 757,9 583 415,11 797 567,12 915 510,38 166 331,50 524 222,21 877 460,21 033 764,15 982 169,50 816 207,49 036 903,43 450 472,55 605 334,37 369 696,32 329 572,(P) 34 928 249,..,..
32,"Montenegro, Republic of",764 381,274 052,1 000 000,1 000 000,4 000 000,3 000 000,37 000 000,51 000 000,11 000 000,23 000 000,18 000 000,15 000 000,18 000 000,20 000 000,9 000 000,12 000 000,16 000 000,11 000 000,27 100 000,31 400 000,..
33,Netherlands,2 839 000 000,3 042 000 000,4 139 000 000,4 105 000 000,3 871 000 000,3 020 000 000,2 669 000 000,2 788 000 000,3 284 000 000,3 502 000 000,3 649 000 000,3 686 000 000,..,..,..,..,..,..,..,..,..
34,New Zealand,..,..,..,..,..,..,..,542 805 899,653 786 216,625 783 229,947 024 655,1 146 796 839,824 576 021,1 006 175 712,1 127 788 619,1 339 625 722,1 077 794 177,1 096 041 039,1 284 669 588,1 200 116 533,1 513 730 561
35,Norway,1 271 429 804,1 218 054 641,1 353 377 452,1 273 829 614,1 360 384 142,1 654 457 188,1 733 094 714,2 044 573 039,2 424 375 061,2 846 897 626,3 153 260 055,3 372 768 917,3 976 857 735,4 682 963 703,5 022 321 696,4 840 578 414,4 843 909 736,5 062 924 769,5 472 574 631,5 716 316 233,..
36,Poland,(B) 1 217 625 630,1 206 938 809,1 144 414 169,1 205 011 027,(B) 1 469 485 018,2 118 033 113,2 965 264 050,4 103 512 992,5 428 864 044,6 012 748 857,7 224 530 663,9 277 684 706,4 813 947 375,(B) 2 727 597 627,(B) 1 835 344 725,(B) 2 511 236 492,3 402 007 517,3 719 897 564,3 130 544 994,(B) 3 126 236 184,3 872 434 282
37,Portugal,(B) 1 363 000 000,2 104 000 000,(B) 2 152 000 000,2 247 000 000,2 425 000 000,2 547 000 000,2 260 000 000,1 792 000 000,1 765 000 000,(B) 1 316 000 000,1 915 000 000,..,363 000 000,282 000 000,..,..,..,..,..,..,..
38,Romania,778 530 223,961 168 781,844 214 030,969 984 286,1 343 121 530,1 579 615 724,2 265 633 867,3 473 141 796,4 695 982 628,3 818 756 486,3 443 452 240,3 964 044 732,3 490 051 816,3 205 711 312,3 084 400 243,3 698 146 315,2 865 814 554,2 453 214 262,2 554 146 970,..,..
39,Russian Federation,5 223 219 127,5 707 264 875,4 179 197 987,5 431 047 658,6 967 247 811,(B) 7 875 944 892,9 093 888 939,12 788 583 908,19 470 996 717,12 873 252 149,15 322 252 595,18 593 501 946,20 705 177 271,19 729 718 227,14 861 669 453,11 179 374 531,12 501 065 917,11 853 024 152,11 709 781 817,13 510 430 017,12 380 659 967
40,"Serbia, Republic of",(B) 64 487 599,90 577 912,159 211 949,186 033 934,207 801 084,193 038 967,384 943 584,431 946 913,417 096 352,276 106 997,262 741 436,371 990 323,284 293 476,303 828 671,366 285 311,610 465 140,607 379 796,585 550 460,557 472 583,(P) 771 868 593,..
41,Slovak Republic,281 000 000,371 000 000,502 000 000,(B) 302 000 000,332 000 000,521 000 000,637 000 000,807 000 000,781 000 000,(B) 839 000 000,618 000 000,722 000 000,528 000 000,685 000 000,826 000 000,1 429 334 000,883 118 000,981 782 000,1 049 783 000,..,930 100 000
42,Slovenia,388 000 000,299 000 000,357 000 000,491 000 000,555 000 000,492 000 000,586 000 000,728 000 000,790 000 000,478 000 000,352 000 000,218 000 000,174 000 000,244 000 000,398 000 000,(B) 521 000 000,233 400 000,317 000 000,483 000 000,514 000 000,424 000 000
43,Spain,6 632 000 000,8 014 000 000,10 526 000 000,11 112 000 000,11 612 000 000,14 344 000 000,(B) 14 747 000 000,16 422 000 000,17 503 000 000,18 194 000 000,15 520 000 000,13 519 000 000,10 666 000 000,7 356 000 000,7 400 000 000,6 872 000 000,5 537 000 000,5 905 000 000,5 686 000 000,(P) 5 663 000 000,(E) 6 307 848 764
44,Sweden,1 502 030 571,1 564 225 288,1 961 786 221,2 051 422 559,(B) 2 536 701 370,2 599 023 717,2 657 808 566,2 868 494 720,3 140 221 901,3 101 647 032,3 321 727 472,3 500 044 309,3 782 225 183,3 402 994 047,3 345 524 299,(B) 3 491 464 001,3 587 992 353,3 899 397 109,3 921 329 472,4 194 961 603,5 022 406 346
45,Switzerland,4 195 929 897,4 409 427 966,4 863 004 362,4 739 264 812,4 846 188 718,(B) 4 957 695 537,5 061 343 843,5 003 348 146,5 462 793 775,5 885 157 957,6 450 586 022,7 232 576 985,7 344 229 652,7 397 026 566,7 197 431 253,8 419 226 449,7 804 189 604,7 050 908 988,6 894 743 240,7 735 625 134,..
46,Turkey,1 074 697 638,1 457 640 653,1 048 450 077,1 116 778 771,1 534 796 460,2 063 282 812,2 776 133 161,2 765 846 887,4 061 940 566,4 226 275 787,6 640 841 703,6 730 791 064,6 310 358 609,8 480 504 328,8 024 443 856,10 137 833 559,9 047 850 794,7 871 354 394,..,..,..
47,United Kingdom,10 438 063 987,11 805 756 553,12 996 183 206,12 689 695 043,10 400 825 228,11 387 629 770,(B) 14 279 847 463,13 928 746 035,13 574 897 677,12 873 755 869,12 870 017 478,13 097 682 646,14 323 368 265,14 456 300 047,18 152 263 145,(B) 23 733 545 455,22 072 500 916,22 246 139 710,22 216 153 933,22 940 922 147,..
48,United States,72 682 900 433,80 338 320 679,73 746 428 193,61 482 005 482,(B) 54 003 056 382,57 993 251 928,65 263 996 177,62 933 751 642,(B) 62 441 860 465,66 716 428 623,69 596 774 194,67 886 038 658,75 246 577 474,71 293 479 898,74 289 584 588,96 149 062 725,96 257 003 434,(B) 95 869 122 465,95 482 014 388,(B) 105 844 051 447,..
